country,gdp_per_capita ($),suicides/100k pop,year
Mauritius,5136.0,7.835,2003
Mauritius,5789.0,8.415833333333333,2004
Mauritius,5641.0,8.5425,2005
Mauritius,6246.0,13.64,2006
Mauritius,7179.0,11.7875,2007
Mauritius,8716.0,6.510833333333333,2008
Mauritius,7873.0,8.839166666666667,2009
Mauritius,8587.0,9.319166666666668,2010
Mauritius,9817.0,10.00333333333333,2011
Mauritius,9884.0,9.520833333333334,2012
Mauritius,10572.0,8.139166666666666,2013
Mauritius,11120.0,9.620833333333334,2014
Mauritius,10125.0,8.33083333333333,2015
Mauritius,10570.0,9.93,2016
Mexico,2730.0,3.1808333333333327,1985
Mexico,1873.0,3.811666666666666,1986
Mexico,2064.0,3.4524999999999992,1987
Mexico,2630.0,3.518333333333333,1988
Mexico,3125.0,4.021666666666666,1989
Mexico,3595.0,4.070833333333334,1990
Mexico,4204.0,3.9741666666666666,1991
Mexico,4830.0,4.339166666666667,1992
Mexico,6518.0,4.333333333333333,1993
Mexico,6735.0,4.66,1994
Mexico,4505.0,4.924166666666666,1995
Mexico,4904.0,4.694166666666667,1996
Mexico,5864.0,4.755833333333334,1997
Mexico,6064.0,4.736666666666666,1998
Mexico,6800.0,4.574166666666666,1999
Mexico,7892.0,4.574166666666667,2000
Mexico,8311.0,5.275,2001
Mexico,8357.0,4.863333333333334,2002
Mexico,7779.0,5.25,2003
Mexico,8217.0,5.0625,2004
Mexico,9071.0,5.1850000000000005,2005
Mexico,9906.0,4.9350000000000005,2006
Mexico,10496.0,4.834166666666667,2007
Mexico,10864.0,5.069166666666667,2008
Mexico,8651.0,5.345,2009
Mexico,9991.0,5.084166666666666,2010
Mexico,10965.0,5.46,2011
Mexico,10982.0,5.285833333333334,2012
Mexico,11478.0,5.415833333333334,2013
Mexico,11663.0,5.6983333333333315,2014
Mexico,10228.0,5.547499999999999,2015
Mongolia,4145.0,18.439,2016
Montenegro,1701.0,0.0,2000
Montenegro,2004.0,0.0,2001
Montenegro,2220.0,0.0,2002
Montenegro,2946.0,0.0,2003
Montenegro,3565.0,0.0,2004
Montenegro,3870.0,22.873333333333324,2005
Montenegro,4654.0,0.0,2006
Montenegro,6268.0,27.96083333333333,2007
Montenegro,7705.0,25.674166666666668,2008
Montenegro,7023.0,22.99416666666667,2009
Netherlands,10428.0,13.324166666666665,1985
Netherlands,14479.0,13.190000000000003,1986
Netherlands,17560.0,13.097500000000004,1987
Netherlands,18661.0,12.299999999999997,1988
Netherlands,18310.0,11.334166666666668,1989
Netherlands,22425.0,11.347500000000002,1990
Netherlands,22906.0,12.540833333333333,1991
Netherlands,25205.0,11.957500000000001,1992
Netherlands,24385.0,11.331666666666665,1993
Netherlands,25997.0,11.413333333333334,1994
Netherlands,30850.0,10.418333333333335,1995
Netherlands,30625.0,11.255833333333333,1996
Netherlands,28156.0,11.380833333333333,1997
Netherlands,29351.0,10.708333333333334,1998
Netherlands,29799.0,10.263333333333334,1999
Netherlands,27644.0,9.915833333333333,2000
Netherlands,28366.0,9.691666666666666,2001
Netherlands,30757.0,9.9775,2002
Netherlands,37614.0,9.444166666666666,2003
Netherlands,42614.0,9.263333333333334,2004
Netherlands,44289.0,9.44,2005
Netherlands,47281.0,9.4325,2006
Netherlands,54418.0,8.119999999999997,2007
Netherlands,60375.0,8.507499999999999,2008
Netherlands,54988.0,9.025,2009
Netherlands,53302.0,9.124166666666664,2010
Netherlands,56667.0,9.423333333333332,2011
Netherlands,52334.0,9.875833333333334,2012
Netherlands,54510.0,10.460833333333335,2013
Netherlands,55325.0,10.118333333333334,2014
Netherlands,47206.0,10.5775,2015
Netherlands,48108.0,12.738999999999999,2016
New Zealand,8246.0,12.803333333333333,1985
New Zealand,10114.0,14.889166666666666,1986
New Zealand,13238.0,17.543333333333333,1987
New Zealand,14890.0,17.085833333333333,1988
New Zealand,14417.0,15.885,1989
New Zealand,14734.0,15.5475,1990
New Zealand,13345.0,14.623333333333333,1991
New Zealand,12868.0,15.299166666666666,1992
New Zealand,14271.0,13.665000000000001,1993
New Zealand,16615.0,16.5525,1994
New Zealand,18945.0,16.618333333333336,1995
New Zealand,20434.0,16.260833333333334,1996
New Zealand,19041.0,16.523333333333337,1997
New Zealand,16052.0,16.755833333333335,1998
New Zealand,16556.0,14.733333333333336,1999
New Zealand,14725.0,13.128333333333332,2000
New Zealand,14968.0,14.991666666666667,2001
New Zealand,18208.0,12.66916666666667,2002
New Zealand,23663.0,14.362499999999999,2003
New Zealand,27325.0,13.617500000000001,2004
New Zealand,29803.0,13.160833333333336,2005
New Zealand,28628.0,13.061666666666667,2006
New Zealand,34892.0,12.349166666666667,2007
New Zealand,33585.0,12.648333333333328,2008
New Zealand,30259.0,12.750000000000002,2009
New Zealand,36145.0,12.718333333333334,2010
New Zealand,41184.0,11.901666666666669,2011
New Zealand,42756.0,13.16916666666667,2012
New Zealand,46198.0,12.045833333333334,2013
Nicaragua,1715.0,7.3950000000000005,2010
Nicaragua,1888.0,7.462499999999999,2011
Nicaragua,2006.0,6.024166666666666,2012
Nicaragua,2062.0,6.747500000000001,2013
Nicaragua,2199.0,5.949999999999999,2014
Nicaragua,2303.0,5.822499999999999,2015
Norway,20117.0,13.635,1986
Norway,23980.0,15.963333333333333,1987
Norway,25820.0,17.374999999999996,1988
Norway,25945.0,16.490833333333338,1989
Norway,30240.0,15.942500000000003,1990
Norway,30678.0,16.235000000000003,1991
Norway,32793.0,15.136666666666668,1992
Norway,30066.0,14.8375,1993
Norway,31520.0,12.544166666666667,1994
Norway,37483.0,13.029166666666667,1995
Norway,40098.0,12.8275,1996
Norway,39335.0,13.2175,1997
Norway,37334.0,12.805,1998
Norway,39013.0,13.610833333333332,1999
Norway,41099.0,12.527500000000002,2000
Norway,41281.0,12.857500000000002,2001
Norway,46049.0,11.75,2002
Norway,53533.0,11.506666666666662,2003
Norway,61450.0,11.780833333333334,2004
Norway,71215.0,11.840833333333334,2005
Norway,79007.0,11.889166666666668,2006
Norway,90797.0,10.647499999999999,2007
Norway,103431.0,11.0025,2008
Norway,85394.0,12.144999999999996,2009
Norway,93638.0,11.369166666666665,2010
Norway,107430.0,12.207500000000001,2011
Norway,108408.0,10.499999999999998,2012
Norway,109804.0,10.584166666666667,2013
Norway,103443.0,10.6025,2014
Norway,79187.0,11.369166666666667,2015
Oman,18557.0,1.7658333333333331,2009
Oman,21337.0,0.3166666666666667,2010
Oman,22328.0,0.12583333333333332,2014
Panama,3443.0,4.255,1985
Panama,3504.0,5.075833333333333,1986
Panama,3447.0,5.588333333333334,1987
Panama,2859.0,5.015833333333333,1988
Panama,2802.0,4.607500000000001,1989
Panama,3992.0,5.531666666666667,1996
Panama,4227.0,6.9325,1997
Panama,4488.0,6.390833333333332,1998
Panama,4606.0,6.469166666666665,1999
Panama,4577.0,7.131666666666668,2000
Panama,4558.0,7.230833333333334,2001
Panama,4641.0,6.578333333333333,2002
Panama,4790.0,8.103333333333333,2003
Panama,5144.0,6.8133333333333335,2004
Panama,5499.0,6.484166666666666,2005
Panama,5972.0,7.635833333333333,2006
Panama,6876.0,5.991666666666666,2007
Panama,7972.0,6.108333333333333,2008
Panama,8436.0,5.690833333333334,2009
Panama,8991.0,5.333333333333333,2010
Panama,10403.0,5.2275,2011
Panama,11908.0,4.626666666666666,2012
Panama,13189.0,4.109166666666666,2013
Panama,14181.0,4.665,2014
Panama,15158.0,3.741666666666666,2015
Paraguay,964.0,3.285,1985
Paraguay,1086.0,2.23,1986
Paraguay,1158.0,3.0499999999999994,1987
Paraguay,1330.0,2.9441666666666664,1989
Paraguay,1600.0,3.750833333333333,1990
Paraguay,1907.0,2.261666666666667,1991
Paraguay,1981.0,3.7049999999999996,1994
Paraguay,2223.0,3.360833333333334,1995
Paraguay,2341.0,2.7883333333333336,1996
Paraguay,2326.0,2.9650000000000003,1997
Paraguay,2057.0,4.045833333333333,1998
Paraguay,1868.0,3.7016666666666667,1999
Paraguay,1782.0,3.5649999999999995,2000
Paraguay,1630.0,4.71,2001
Paraguay,1315.0,3.620833333333334,2002
Paraguay,1339.0,4.279166666666668,2003
Paraguay,1598.0,5.453333333333334,2004
Paraguay,1704.0,5.234166666666667,2005
Paraguay,2038.0,5.464166666666666,2006
Paraguay,2599.0,5.209166666666667,2007
Paraguay,3438.0,4.86,2008
Paraguay,2920.0,5.610833333333332,2009
Paraguay,3619.0,4.546666666666668,2010
Paraguay,4474.0,5.6525,2011
Paraguay,4319.0,5.2749999999999995,2012
Paraguay,5006.0,6.2825000000000015,2013
Paraguay,5254.0,6.0125,2014
Philippines,958.0,0.8175,1992
Philippines,957.0,1.8308333333333333,1993
Philippines,1312.0,1.6866666666666665,1997
Philippines,1124.0,1.8375000000000001,1998
Philippines,1262.0,2.0733333333333333,1999
Philippines,1205.0,2.6841666666666666,2000
Philippines,1109.0,2.2566666666666664,2001
Philippines,1158.0,2.3783333333333334,2002
Philippines,1169.0,2.7841666666666662,2003
Philippines,1599.0,3.0549999999999997,2006
Philippines,1915.0,2.4308333333333336,2007
Philippines,2188.0,2.7541666666666664,2008
Philippines,2073.0,2.9075,2009
Philippines,2412.0,3.0800000000000005,2010
Philippines,2662.0,3.7424999999999993,2011
Poland,1876.0,14.386666666666665,1990
Poland,2416.0,15.022500000000003,1991
Poland,2650.0,16.202500000000004,1992
Poland,2683.0,15.654166666666669,1993
Poland,3081.0,15.496666666666664,1994
Poland,3937.0,15.141666666666666,1995
Poland,4413.0,14.850833333333332,1996
Poland,4640.0,15.345833333333331,1999
Poland,4744.0,15.917499999999999,2000
Poland,5249.0,15.054166666666667,2001
Poland,5466.0,15.272499999999996,2002
Poland,5983.0,15.012499999999996,2003
Poland,7014.0,15.644999999999996,2004
Poland,8417.0,15.503333333333332,2005
Poland,9485.0,15.237499999999999,2006
Poland,11816.0,13.872499999999995,2007
Poland,14721.0,14.781666666666665,2008
Poland,12141.0,16.425,2009
Poland,13304.0,15.886666666666665,2010
Poland,14686.0,15.321666666666667,2011
Poland,13894.0,16.030833333333337,2012
Poland,14552.0,15.632499999999999,2013
Poland,15119.0,14.858333333333334,2014
Poland,13228.0,13.915833333333333,2015
Portugal,2912.0,13.735000000000001,1985
Portugal,4145.0,13.794166666666664,1986
Portugal,5138.0,14.277499999999998,1987
Portugal,5995.0,11.479166666666664,1988
Portugal,6436.0,10.86,1989
Portugal,8356.0,12.5175,1990
Portugal,9483.0,13.76333333333333,1991
Portugal,11445.0,12.358333333333334,1992
Portugal,10098.0,10.485833333333334,1993
Portugal,10566.0,10.318333333333333,1994
Portugal,12469.0,10.744166666666667,1995
Portugal,12887.0,9.6475,1996
Portugal,12237.0,8.514999999999999,1997
Portugal,12892.0,7.254999999999999,1998
Portugal,13180.0,7.454999999999999,1999
Portugal,12152.0,7.156666666666667,2000
Portugal,12391.0,9.644166666666669,2001
Portugal,13614.0,14.319166666666666,2002
Portugal,16671.0,13.871666666666664,2003
Portugal,24003.0,11.962499999999999,2007
Portugal,26121.0,11.751666666666665,2008
Portugal,24254.0,11.641666666666666,2009
Portugal,23673.0,12.403333333333334,2010
Portugal,24337.0,10.655,2011
Portugal,21573.0,11.616666666666667,2012
Portugal,22641.0,11.060833333333333,2013
Portugal,23091.0,12.824166666666663,2014
Puerto Rico,6582.0,12.884166666666665,1985
Puerto Rico,7002.0,14.852500000000001,1986
Puerto Rico,7533.0,11.979999999999999,1987
Puerto Rico,8155.0,13.474166666666664,1988
Puerto Rico,8576.0,14.12833333333333,1989
Puerto Rico,9552.0,15.131666666666668,1990
Puerto Rico,9974.0,15.400833333333333,1991
Puerto Rico,10533.0,11.275833333333331,1992
Puerto Rico,11146.0,12.604166666666666,1993
Puerto Rico,11871.0,12.273333333333328,1994
Puerto Rico,12636.0,10.0725,1995
Puerto Rico,13328.0,11.650833333333336,1996
Puerto Rico,14037.0,8.271666666666665,1997
Puerto Rico,15610.0,10.9225,1998
Puerto Rico,16560.0,9.775833333333333,1999
Puerto Rico,17569.0,9.021666666666667,2000
Puerto Rico,19649.0,8.9075,2001
Puerto Rico,20325.0,7.632500000000001,2002
Puerto Rico,21264.0,8.082500000000001,2003
Puerto Rico,22874.0,9.079166666666667,2004
Puerto Rico,23944.0,8.759166666666667,2005
Puerto Rico,24943.0,7.941666666666667,2006
Puerto Rico,25625.0,7.756666666666668,2007
Puerto Rico,26840.0,8.923333333333334,2008
Puerto Rico,27661.0,10.408333333333333,2009
Puerto Rico,28267.0,8.653333333333334,2010
Puerto Rico,28876.0,7.545833333333334,2011
Puerto Rico,29247.0,7.258333333333333,2012
Puerto Rico,29510.0,7.549166666666668,2013
Puerto Rico,29515.0,6.424166666666667,2014
Puerto Rico,29728.0,7.131666666666668,2015
Qatar,17559.0,0.0,1995
Qatar,32510.0,2.2750000000000004,2001
Qatar,45517.0,1.2708333333333333,2004
Qatar,55899.0,1.5666666666666664,2005
Qatar,64762.0,7.275000000000001,2006
Qatar,71460.0,2.3841666666666668,2007
Qatar,87961.0,1.1291666666666667,2008
Qatar,64911.0,1.6583333333333334,2009
Qatar,74055.0,1.0691666666666666,2010
Qatar,90490.0,1.570833333333333,2011
Qatar,93270.0,1.1058333333333334,2012
Qatar,93066.0,0.6858333333333334,2013
Qatar,91587.0,1.5824999999999996,2014
Qatar,69937.0,1.57,2015
Qatar,62484.0,1.643,2016
Republic of Korea,2731.0,12.220833333333331,1985
Republic of Korea,3078.0,11.9425,1986
Republic of Korea,3834.0,10.686666666666666,1987
Republic of Korea,5089.0,9.548333333333334,1988
Republic of Korea,6217.0,10.116666666666667,1989
Republic of Korea,7056.0,10.044166666666667,1990
Republic of Korea,8145.0,9.681666666666668,1991
Republic of Korea,8671.0,10.615833333333333,1992
Republic of Korea,9479.0,13.290000000000001,1993
Republic of Korea,11073.0,13.783333333333333,1994
Republic of Korea,13217.0,14.940000000000003,1995
Republic of Korea,14071.0,18.0825,1996
Republic of Korea,12978.0,18.9,1997
Republic of Korea,8624.0,25.19333333333333,1998
Republic of Korea,11074.0,21.460000000000004,1999
Republic of Korea,12686.0,20.715833333333332,2000
Republic of Korea,11922.0,22.795,2001
Republic of Korea,13501.0,30.08666666666667,2002
Republic of Korea,14971.0,37.84333333333333,2003
Republic of Korea,16708.0,39.14166666666666,2004
Republic of Korea,19460.0,39.919999999999995,2005
Republic of Korea,21753.0,35.038333333333334,2006
Republic of Korea,23982.0,38.87833333333334,2007
Republic of Korea,21278.0,37.690000000000005,2008
Republic of Korea,19036.0,43.293333333333344,2009
Republic of Korea,22994.0,43.18333333333334,2010
Republic of Korea,25157.0,42.92083333333333,2011
Republic of Korea,25464.0,36.938333333333325,2012
Republic of Korea,27060.0,35.714166666666664,2013
Republic of Korea,29120.0,32.110833333333325,2014
Republic of Korea,28410.0,32.428333333333335,2015
Romania,1973.0,13.147500000000003,1989
Romania,1822.0,10.493333333333332,1990
Romania,1351.0,11.115,1991
Romania,1183.0,13.681666666666667,1992
Romania,1237.0,13.505833333333333,1993
Romania,1406.0,14.398333333333335,1994
Romania,1756.0,13.015,1995
Romania,1738.0,13.331666666666669,1996
Romania,1677.0,13.466666666666667,1997
Romania,1967.0,13.44083333333333,1998
Romania,1698.0,13.189166666666667,1999
Romania,1758.0,13.265833333333335,2000
Romania,1914.0,12.425833333333332,2001
Romania,2231.0,14.466666666666667,2002
Romania,2898.0,13.309166666666664,2003
Romania,3698.0,12.599166666666667,2004
Romania,4847.0,12.167499999999999,2005
Romania,6018.0,12.424166666666666,2006
Romania,8593.0,11.338333333333331,2007
Romania,10454.0,11.700000000000001,2008
Romania,8465.0,12.001666666666665,2009
Romania,8190.0,12.503333333333336,2010
Romania,9086.0,11.565,2011
Romania,9015.0,11.835833333333333,2012
Romania,10080.0,11.499166666666667,2013
Romania,10526.0,10.919166666666664,2014
Romania,9431.0,11.129166666666665,2015
Romania,10020.0,11.633000000000001,2016
Russian Federation,3740.0,33.235,1989
Russian Federation,3789.0,33.26416666666667,1990
Russian Federation,3773.0,33.033333333333324,1991
Russian Federation,3333.0,36.45666666666666,1992
Russian Federation,3160.0,43.505,1993
Russian Federation,2853.0,47.303333333333335,1994
Russian Federation,2844.0,45.615,1995
Russian Federation,2813.0,43.856666666666676,1996
Russian Federation,2907.0,42.34083333333333,1997
Russian Federation,1948.0,39.56166666666666,1998
Russian Federation,1412.0,42.51083333333333,1999
Russian Federation,1879.0,42.03916666666667,2000
Russian Federation,2229.0,42.05416666666667,2001
Russian Federation,2527.0,40.7125,2002
Russian Federation,3141.0,39.07583333333334,2003
Russian Federation,4312.0,37.30083333333334,2004
Russian Federation,5611.0,35.02833333333333,2005
Russian Federation,7313.0,33.4425,2006
Russian Federation,9643.0,32.249166666666675,2007
Russian Federation,12359.0,30.566666666666666,2008
Russian Federation,9118.0,29.400000000000002,2009
Russian Federation,11307.0,26.60083333333333,2010
Russian Federation,15226.0,24.973333333333333,2011
Russian Federation,16413.0,23.792500000000004,2012
Russian Federation,17052.0,22.83083333333333,2013
Russian Federation,15319.0,21.601666666666663,2014
Russian Federation,9987.0,19.74333333333333,2015
Saint Kitts and Nevis,5339.0,0.0,1990
Saint Kitts and Nevis,5368.0,0.0,1991
Saint Kitts and Nevis,5868.0,0.0,1992
Saint Lucia,2634.0,4.995833333333334,1986
Saint Lucia,2875.0,11.785000000000002,1987
Saint Lucia,3244.0,15.184166666666663,1988
Saint Lucia,3505.0,7.409166666666668,1989
Saint Lucia,4015.0,2.243333333333333,1990
Saint Lucia,4194.0,8.674166666666666,1991
Saint Lucia,4564.0,8.175833333333333,1992
Saint Lucia,4568.0,6.273333333333333,1993
Saint Lucia,4704.0,3.8166666666666664,1994
Saint Lucia,4947.0,6.809166666666667,1995
Saint Lucia,5031.0,5.085833333333334,1996
Saint Lucia,5053.0,9.795,1997
Saint Lucia,5407.0,9.919166666666667,1998
Saint Lucia,5590.0,6.245,1999
Saint Lucia,5557.0,16.488333333333333,2000
Saint Lucia,5195.0,4.923333333333333,2001
Saint Lucia,5155.0,15.62666666666667,2002
Saint Lucia,5599.0,11.105000000000002,2003
Saint Lucia,5989.0,5.514166666666667,2004
Saint Lucia,6292.0,2.0683333333333334,2005
Saint Lucia,7391.0,1.4858333333333331,2006
Saint Lucia,8122.0,0.0,2008
Saint Lucia,7902.0,6.859999999999999,2009
Saint Lucia,8557.0,2.5258333333333334,2010
Saint Lucia,8826.0,4.443333333333333,2011
Saint Lucia,8764.0,7.085833333333333,2012
Saint Lucia,9041.0,9.508333333333335,2013
Saint Lucia,9372.0,7.63,2014
Saint Vincent and Grenadines,1622.0,2.7325,1985
Saint Vincent and Grenadines,1771.0,0.0,1986
Saint Vincent and Grenadines,1908.0,0.0,1987
Saint Vincent and Grenadines,2553.0,6.005,1990
Saint Vincent and Grenadines,3293.0,7.1175,1995
Saint Vincent and Grenadines,3450.0,7.088333333333334,1996
Saint Vincent and Grenadines,3613.0,2.5016666666666665,1997
Saint Vincent and Grenadines,3874.0,16.201666666666668,1998
Saint Vincent and Grenadines,4041.0,5.483333333333334,1999
Saint Vincent and Grenadines,4087.0,3.6758333333333333,2000
Saint Vincent and Grenadines,4418.0,13.388333333333335,2001
Saint Vincent and Grenadines,4723.0,16.910833333333333,2002
Saint Vincent and Grenadines,4902.0,4.2425,2003
Saint Vincent and Grenadines,5286.0,3.871666666666666,2004
Saint Vincent and Grenadines,5556.0,6.009166666666666,2005
Saint Vincent and Grenadines,6142.0,10.172499999999998,2006
Saint Vincent and Grenadines,6539.0,8.5325,2007
Saint Vincent and Grenadines,6966.0,3.3574999999999995,2008
Saint Vincent and Grenadines,6754.0,0.9316666666666666,2009
Saint Vincent and Grenadines,6809.0,4.569166666666667,2010
Saint Vincent and Grenadines,6759.0,3.9150000000000005,2011
Saint Vincent and Grenadines,6918.0,8.1075,2012
Saint Vincent and Grenadines,7183.0,0.0,2013
Saint Vincent and Grenadines,7203.0,6.7316666666666665,2014
Saint Vincent and Grenadines,7496.0,2.3400000000000003,2015
San Marino,48255.0,5.362500000000001,1999
San Marino,43435.0,3.938333333333333,2000
San Marino,69301.0,2.8341666666666665,2005
Serbia,2547.0,25.587500000000002,1998
Serbia,2570.0,28.727499999999996,1999
Serbia,915.0,27.013333333333335,2000
Serbia,1718.0,24.75,2001
Serbia,2258.0,24.659166666666668,2002
Serbia,2979.0,22.605833333333333,2003
Serbia,3508.0,21.87583333333333,2004
Serbia,3719.0,23.859999999999996,2005
Serbia,4353.0,23.83916666666666,2006
Serbia,5748.0,21.537499999999998,2007
Serbia,7049.0,20.217499999999998,2008
Serbia,6116.0,21.53583333333334,2009
Serbia,5682.0,19.540000000000003,2010
Serbia,6734.0,20.287499999999998,2011
Serbia,5933.0,19.544166666666666,2012
Serbia,6662.0,18.144166666666667,2013
Serbia,6500.0,18.065,2014
Serbia,5492.0,17.164166666666667,2015
Seychelles,2947.0,13.015000000000002,1985
Seychelles,3621.0,1.9383333333333335,1986
Seychelles,4276.0,5.06,1987
Seychelles,8257.0,7.2975,2001
Seychelles,9070.0,12.843333333333334,2002
Seychelles,9001.0,8.333333333333334,2003
Seychelles,10526.0,5.272500000000001,2004
Seychelles,11361.0,5.958333333333333,2005
Seychelles,12442.0,22.979166666666668,2006
Seychelles,12554.0,12.303333333333333,2007
Seychelles,11667.0,3.2558333333333334,2008
Seychelles,10157.0,3.6508333333333334,2009
Seychelles,11563.0,4.3325,2010
Seychelles,13204.0,4.278333333333333,2011
Seychelles,13044.0,2.7916666666666665,2012
Seychelles,16090.0,10.950000000000001,2013
Seychelles,16018.0,3.6108333333333333,2014
Seychelles,16005.0,6.770833333333333,2015
Singapore,8142.0,29.446666666666673,1985
Singapore,7805.0,27.050833333333333,1986
Singapore,8679.0,22.796666666666667,1987
Singapore,10586.0,30.015833333333333,1988
Singapore,12514.0,29.50916666666667,1989
Singapore,14393.0,22.669166666666666,1990
Singapore,17768.0,19.115,1991
Singapore,20029.0,17.118333333333332,1992
Singapore,22835.0,19.595000000000002,1993
Singapore,27202.0,20.570833333333336,1994
Singapore,31783.0,23.563333333333333,1995
Singapore,34148.0,17.411666666666665,1996
Singapore,34779.0,17.22083333333333,1997
Singapore,29150.0,17.946666666666665,1998
Singapore,28789.0,13.870833333333337,1999
Singapore,31446.0,13.694999999999999,2000
Singapore,28774.0,13.983333333333336,2001
Singapore,29048.0,14.365833333333335,2002
Singapore,30067.0,14.394999999999998,2003
Singapore,34799.0,13.956666666666663,2004
Singapore,38122.0,15.027500000000002,2005
Singapore,43318.0,12.39583333333333,2006
Singapore,53098.0,13.813333333333334,2007
Singapore,55735.0,12.520833333333334,2008
Singapore,54413.0,12.465000000000002,2009
Singapore,66099.0,10.769166666666669,2010
Singapore,76638.0,9.746666666666666,2011
Singapore,80040.0,11.801666666666664,2012
Singapore,83151.0,11.489166666666668,2013
Singapore,84442.0,10.981666666666667,2014
Singapore,81766.0,9.107499999999998,2015
Slovakia,3143.0,17.852500000000003,1992
Slovakia,3334.0,16.278333333333332,1993
Slovakia,4036.0,15.420000000000003,1994
Slovakia,5141.0,16.558333333333326,1995
Slovakia,5529.0,14.541666666666671,1996
Slovakia,5468.0,13.675000000000002,1997
Slovakia,5871.0,13.486666666666666,1998
Slovakia,5966.0,14.340000000000002,1999
Slovakia,5696.0,15.006666666666668,2000
Slovakia,6020.0,14.323333333333332,2001
Slovakia,6869.0,15.980833333333335,2002
Slovakia,9138.0,14.09666666666667,2003
Slovakia,11177.0,12.574999999999998,2004
Slovakia,12229.0,13.780833333333334,2005
Slovakia,13763.0,0.0,2006
Slovakia,16815.0,0.0,2007
Slovakia,19530.0,11.183333333333335,2008
Slovakia,17299.0,11.590000000000002,2009
Slovakia,17387.0,11.973333333333334,2010
Slovakia,18256.0,10.790000000000001,2012
Slovakia,19226.0,11.992499999999998,2013
Slovakia,19679.0,11.068333333333335,2014
Slovenia,11291.0,32.822500000000005,1995
Slovenia,11346.0,35.092499999999994,1996
Slovenia,11014.0,34.175,1997
Slovenia,11767.0,34.46666666666666,1998
Slovenia,12041.0,32.779999999999994,1999
Slovenia,10783.0,33.67666666666667,2000
Slovenia,10979.0,35.28333333333333,2001
Slovenia,12362.0,29.525000000000002,2002
Slovenia,15568.0,31.380000000000006,2003
Slovenia,18067.0,24.873333333333324,2004
Slovenia,19012.0,28.117500000000003,2005
Slovenia,20634.0,28.989166666666666,2006
Slovenia,24964.0,24.287499999999994,2007
Slovenia,28599.0,21.924166666666665,2008
Slovenia,25872.0,22.392500000000002,2009
Slovenia,24689.0,22.132499999999997,2010
Slovenia,26377.0,23.471666666666664,2011
Slovenia,23820.0,23.311666666666667,2012
Slovenia,24697.0,23.584999999999994,2013
Slovenia,25569.0,20.03083333333333,2014
Slovenia,22036.0,22.0675,2015
South Africa,3908.0,0.6691666666666666,1996
South Africa,3960.0,0.41250000000000003,1997
South Africa,3512.0,0.6416666666666666,1998
South Africa,3424.0,0.9058333333333333,1999
South Africa,3361.0,0.7949999999999999,2000
South Africa,2953.0,1.0358333333333334,2001
South Africa,2769.0,0.5816666666666667,2002
South Africa,4132.0,0.7700000000000001,2003
South Africa,5323.0,1.0525,2004
South Africa,5914.0,1.2741666666666667,2005
South Africa,6166.0,1.4933333333333332,2006
South Africa,6708.0,1.01,2007
South Africa,6573.0,1.1783333333333332,2008
South Africa,6517.0,0.8925,2009
South Africa,8128.0,1.0908333333333333,2010
South Africa,8906.0,0.7758333333333333,2011
South Africa,8347.0,1.1300000000000001,2012
South Africa,7612.0,1.2416666666666667,2013
South Africa,7174.0,1.2566666666666666,2014
South Africa,6403.0,1.0833333333333335,2015
Spain,5009.0,9.5775,1985
Spain,6919.0,9.985833333333334,1986
Spain,8727.0,10.178333333333333,1987
Spain,10250.0,10.606666666666667,1988
Spain,11258.0,10.540833333333333,1989
Spain,14517.0,10.770000000000001,1990
Spain,15574.0,10.153333333333334,1991
Spain,17005.0,9.917499999999999,1992
Spain,14106.0,10.070833333333333,1993
Spain,14223.0,10.360000000000001,1994
Spain,16444.0,10.3175,1995
Spain,17166.0,10.544166666666667,1996
Spain,15738.0,10.943333333333333,1997
Spain,16473.0,10.336666666666668,1998
Spain,16756.0,9.923333333333334,1999
Spain,15538.0,10.184166666666668,2000
Spain,16169.0,9.366666666666667,2001
Spain,17924.0,9.636666666666667,2002
Spain,22701.0,9.707499999999998,2003
Spain,26372.0,9.385833333333334,2004
Spain,28092.0,8.971666666666666,2005
Spain,30246.0,8.3225,2006
Spain,34769.0,8.245833333333332,2007
Spain,37848.0,8.209999999999999,2008
Spain,34470.0,8.168333333333331,2009
Spain,32839.0,7.286666666666666,2010
Spain,34097.0,7.382499999999999,2011
Spain,30146.0,8.073333333333332,2012
Spain,30792.0,8.443333333333332,2013
Spain,31171.0,8.695833333333335,2014
Spain,27108.0,8.115000000000002,2015
Sri Lanka,431.0,46.56000000000001,1985
Sri Lanka,454.0,44.15000000000001,1986
Sri Lanka,834.0,32.975833333333334,1996
Sri Lanka,900.0,39.34166666666666,1997
Sri Lanka,935.0,37.59583333333334,1998
Sri Lanka,920.0,37.10333333333333,1999
Sri Lanka,953.0,35.60750000000001,2000
Sri Lanka,912.0,29.838333333333335,2001
Sri Lanka,951.0,28.284166666666668,2002
Sri Lanka,1077.0,29.39583333333334,2003
Sri Lanka,1580.0,27.394166666666674,2006
Suriname,2706.0,39.23666666666667,1985
Suriname,2731.0,17.665833333333335,1986
Suriname,2951.0,20.974999999999998,1987
Suriname,3418.0,17.47666666666667,1988
Suriname,1560.0,17.676666666666666,1989
Suriname,1114.0,17.840833333333332,1990
Suriname,1235.0,17.955000000000002,1991
Suriname,1093.0,11.496666666666668,1992
Suriname,1782.0,15.21,1995
Suriname,2174.0,7.022500000000001,1996
Suriname,2314.0,9.640833333333333,1997
